Nombre,Provincia,Término_M,Duchas,Aseos,Acceso_dis,Bandera_az,Longitud,X,Y,Grado_ocup,Grado_urba
Esteiro,A Coruña,Muros,Sí,No,Sí,No,400 metros,-999281.673,5280244.1674,Alto,Urbana
Uhía,A Coruña,Muros,Sí,No,No,No,50 metros,-998702.811700001,5280001.4574,Bajo,Urbana
Parameán,A Coruña,Muros,Sí,No,No,No,250 metros,-998480.172699999,5279940.7809,Medio,Semiurbana
El Prado,A Coruña,Ribeira,No,No,No,No,300 metros,-1010268.9067,5247036.0176,Medio,Urbana
Ribeira Grande,A Coruña,Ribeira,No,No,No,No,15 metros,-1009801.3649,5247383.6948,Medio,Urbana
Ribeiriña,A Coruña,Ribeira,No,No,No,No,12 metros,-1009500.8023,5247610.4477,Medio,Urbana
As Furnas,A Coruña,Ribeira,No,No,No,No,300 metros,-1008643.6422,5247912.7934,Bajo,Urbana
A Ladeira,A Coruña,Ribeira,No,No,Sí,No,1.350 metros,-1007608.3709,5247519.7459,Medio,Semiurbana
Vilar,A Coruña,Ribeira,No,No,Sí,No,2.900 metros,-1006116.6897,5245857.0339,Bajo,Aislada
Lagoa de Vixan,A Coruña,Ribeira,Sí,No,Sí,No,750 metros,-1005215.0019,5242880.0004,Alto,Aislada
Area Basta,A Coruña,Ribeira,No,No,No,No,125 metros,-1006517.4399,5239632.0256,Bajo,Aislada
Playa de Leis,A Coruña,Muxía,No,No,No,No,400 metros,-1018718.0561,5331261.5532,Bajo,Aislada
Barreira,A Coruña,Muxía,No,No,No,No,200 metros,-1020076.1539,5329461.9336,Medio,Semiurbana
O Lago,A Coruña,Muxía,Sí,No,No,No,550 metros,-1020410.1124,5327967.5981,Medio,Semiurbana
As Raias,A Coruña,Muxía,No,No,No,No,65 metros,-1022168.9603,5326046.661,Bajo,Aislada
O Coto,A Coruña,Muxía,No,No,No,No,100 metros,-1022502.9188,5325818.0043,Bajo,Aislada
Os Muiños,A Coruña,Muxía,Sí,No,No,No,500 metros,-1023159.7038,5325543.6237,Bajo,Semiurbana
Loureiro,A Coruña,Muxía,No,No,No,No,100 metros,-1023538.19,5326168.6135,Bajo,Semiurbana
Barreiros,A Coruña,Muxía,No,No,No,No,300 metros,-1023760.829,5326686.9294,Bajo,Semiurbana
Espiñeirido,A Coruña,Muxía,Sí,Sí,No,No,250 metros,-1025085.531,5327220.52,Bajo,Semiurbana
Moreira,A Coruña,Muxía,No,No,No,No,115 metros,-1031085.6515,5319341.7243,Bajo,Aislada
Nemiña,A Coruña,Muxía,Sí,No,No,No,1.250 metros,-1031219.2349,5313524.5197,Bajo,Aislada
Barquiña,A Coruña,Noia,No,No,No,No,500 metros,-990465.169300001,5281427.4684,Bajo,Urbana
Abruiñeiras,A Coruña,Noia,No,No,No,No,50 metros,-990710.0722,5280380.6945,Bajo,Semiurbana
Testal,A Coruña,Noia,Sí,No,No,No,1.300 metros,-992624.767499998,5279895.2738,Alto,Aislada
Debesa,A Coruña,Noia,No,No,No,No,110 metros,-993726.830400001,5279167.1897,Bajo,Semiurbana
Cabalo,A Coruña,Noia,Sí,No,No,No,150 metros,-994049.6569,5278712.1659,Alto,Semiurbana
Boa,A Coruña,Noia,Sí,No,No,No,400 metros,-994372.4835,5278135.834,Alto,Semiurbana
Canaval,A Coruña,Oleiros,Sí,No,No,No,80 metros,-928783.039500002,5371722.6286,Medio,Aislada
Espiñeiro,A Coruña,Oleiros,Sí,Sí,No,Sí,310 metros,-928738.511700001,5370374.6601,Alto,Semiurbana
Mera,A Coruña,Oleiros,Sí,Sí,Sí,Sí,520 metros,-928270.969799999,5370114.2796,Alto,Urbana
Santa Ana,A Coruña,Oleiros,Sí,No,No,No,100 metros,-928181.9142,5369486.3333,Bajo,Urbana
Portelo,A Coruña,Oleiros,No,No,No,No,60 metros,-928270.969799999,5368689.9746,Bajo,Aislada
Canide,A Coruña,Oleiros,No,No,No,No,95 metros,-928304.365699999,5368261.1943,Bajo,Aislada
As Margaritas,A Coruña,Oleiros,No,No,No,No,120 metros,-929116.998,5367388.3814,Bajo,Aislada
Naval,A Coruña,Oleiros,Sí,Sí,Sí,Sí,180 metros,-929150.393800002,5365887.9473,Medio,Semiurbana
Atalaya,A Coruña,Oleiros,No,No,No,No,32 metros,-929373.0328,5365551.1485,Bajo,Aislada
Santa Cruz,A Coruña,Oleiros,Sí,Sí,Sí,No,280 metros,-929306.241099998,5365030.6652,Medio,Urbana
Bastiagueiro Pequeño,A Coruña,Oleiros,No,No,No,No,200 metros,-930185.665100001,5364403.0623,Bajo,Aislada
Bastiagueiro,A Coruña,Oleiros,Sí,Sí,Sí,Sí,580 metros,-931031.6932,5364066.3173,Alto,Urbana
Santa Cristina,A Coruña,Oleiros,Sí,Sí,Sí,Sí,1.520 metros,-932779.409200002,5363821.4195,Alto,Urbana
O Picón,A Coruña,Ortigueira,Sí,No,No,No,500 metros,-862091.532600001,5425987.7299,Bajo,Semiurbana
Bimbieiro,A Coruña,Ortigueira,Sí,Sí,No,No,140 metros,-867690.902899999,5423091.2874,Medio,Semiurbana
Eirón,A Coruña,Ortigueira,No,No,No,No,400 metros,-867946.937800001,5422659.9801,Bajo,Aislada
San Antonio de Espasante,A Coruña,Ortigueira,Sí,Sí,Sí,No,450 metros,-868570.326900002,5422459.7372,Medio,Urbana
Orbeiro,A Coruña,Ortigueira,No,No,No,No,40 metros,-869705.785700001,5422659.9801,Bajo,Aislada
A Concha,A Coruña,Ortigueira,Sí,Sí,Sí,No,750 metros,-869282.771699999,5422367.3188,Medio,Urbana
Calas de Ladrido,A Coruña,Ortigueira,No,No,No,No,20 metros,-871141.8072,5419487.4105,Bajo,Aislada
Morouzos,A Coruña,Ortigueira,Sí,Sí,Sí,No,2.800 metros,-873112.162099998,5419579.8,Medio,Aislada
Siavo,A Coruña,Outes,Sí,No,Sí,No,240 metros,-995274.171300001,5281852.2795,Bajo,Aislada
Broña,A Coruña,Outes,Sí,No,Sí,No,475 metros,-993960.601300001,5281821.9352,Alto,Semiurbana
Picouso,A Coruña,Outes,No,No,No,No,90 metros,-993559.851199999,5281442.6399,Bajo,Aislada
O Morro,A Coruña,Ponteceso,No,No,No,No,130 metros,-991578.3642,5356706.8941,Bajo,Aislada
Santa Mariña de Brantuas,A Coruña,Ponteceso,No,No,No,No,30 metros,-992580.239700001,5356645.7175,Bajo,Aislada
A Barda,A Coruña,Ponteceso,No,No,No,No,50 metros,-993760.226300001,5355101.1414,Bajo,Aislada
Arnela,A Coruña,Ponteceso,Sí,Sí,No,No,100 metros,-997389.241700001,5352440.7898,Medio,Urbana
O Osmo,A Coruña,Ponteceso,Sí,No,No,Sí,100 metros,-996988.491500001,5352425.5026,Alto,Urbana
A Hermida,A Coruña,Ponteceso,Sí,Sí,Sí,Sí,250 metros,-996498.685699999,5352012.7583,Medio,Aislada
Balarés,A Coruña,Ponteceso,Sí,Sí,No,Sí,350 metros,-995430.018599998,5348803.1491,Alto,Aislada
Barra do Medio,A Coruña,Ponteceso,No,No,No,No,1500 metros,-994628.518300001,5347290.4314,Bajo,Aislada
Rio Sieira,A Coruña,Porto do Son,No,No,No,No,950 metros,-1005971.9744,5258622.0857,Medio,Aislada
Xuño,A Coruña,Porto do Son,No,No,No,No,1.000 metros,-1006394.9885,5256488.3317,Bajo,Aislada
Areas Longas,A Coruña,Porto do Son,No,No,No,No,2.100 metros,-1007252.1485,5255035.8396,Bajo,Aislada
Serans,A Coruña,Porto do Son,No,No,No,No,200 metros,-1008287.4198,5254052.5086,Bajo,Aislada
Recaveira,A Coruña,Porto do Son,No,No,No,No,1.000 metros,-1008699.3019,5251829.0463,Bajo,Aislada
Rio Maior,A Coruña,Porto do Son,No,No,No,No,80 metros,-1005070.2865,5264193.3119,Medio,Aislada
Telleira,A Coruña,Porto do Son,No,No,No,No,150 metros,-995196.247699998,5277438.2163,Bajo,Semiurbana
Ornanda,A Coruña,Porto do Son,Sí,No,No,No,300 metros,-995173.983800001,5276589.0126,Alto,Semiurbana
Gafa,A Coruña,Porto do Son,No,No,No,No,80 metros,-995463.414500002,5276209.9286,Alto,Semiurbana
Coira,A Coruña,Porto do Son,Sí,Sí,No,No,700 metros,-996443.026000001,5274890.8355,Alto,Urbana
Pozo Pequeña,A Coruña,Porto do Son,No,No,No,No,150 metros,-996788.1164,5273784.1531,Medio,Aislada
Pozo,A Coruña,Porto do Son,No,No,No,No,100 metros,-996999.623399999,5273420.3408,Medio,Semiurbana
Aguieira,A Coruña,Porto do Son,Sí,Sí,Sí,No,1.700 metros,-998268.665600002,5272601.8146,Medio,Semiurbana
As Vellas do Pozo,A Coruña,Porto do Son,No,No,No,No,600 metros,-999593.367600001,5272814.0182,Alto,Semiurbana
Cabeiro,A Coruña,Porto do Son,Sí,Sí,No,No,1.200 metros,-1001040.521,5271616.6461,Alto,Semiurbana
Herbas Pitas,A Coruña,Porto do Son,Sí,Sí,No,No,200 metros,-1001162.9724,5271268.0728,Bajo,Semiurbana
Suigrexas,A Coruña,Porto do Son,Sí,No,No,No,400 metros,-1001452.4031,5270616.4268,Medio,Semiurbana
O Son,A Coruña,Porto do Son,Sí,No,No,No,170 metros,-1001897.681,5270449.734,Alto,Urbana
Fonforrón,A Coruña,Porto do Son,No,No,No,No,100 metros,-1002910.6884,5268555.7044,Alto,Semiurbana
Arnela,A Coruña,Porto do Son,Sí,No,Sí,No,280 metros,-1003233.5149,5267889.0968,Medio,Semiurbana
Area Longa,A Coruña,Porto do Son,No,No,No,No,350 metros,-1005014.6268,5264980.8165,Medio,Aislada
A Torre,A Coruña,Rianxo,Sí,Sí,Sí,No,930 metros,-981537.3462,5261180.2013,Medio,Semiurbana
O Pazo,A Coruña,Rianxo,No,No,Sí,No,130 metros,-981192.255800001,5260589.8052,Bajo,Semiurbana
Quenxo,A Coruña,Rianxo,No,No,Sí,No,45 metros,-981515.0823,5258183.189,Bajo,Semiurbana
Tanxil,A Coruña,Rianxo,Sí,Sí,Sí,No,220 metros,-981092.0682,5258046.9838,Alto,Semiurbana
Tronco,A Coruña,Rianxo,No,No,No,No,80 metros,-980568.866599999,5257653.5133,Medio,Semiurbana
Pereira Torta,A Coruña,Rianxo,No,No,No,No,70 metros,-980012.269099999,5257154.1321,Bajo,Semiurbana
O Porrón,A Coruña,Rianxo,No,No,No,No,350 metros,-979700.5746,5257108.7351,Medio,Semiurbana
As Cunchas,A Coruña,Rianxo,No,Sí,Sí,No,130 metros,-979299.8244,5256957.4134,Medio,Aislada
Aceveira,A Coruña,Rianxo,No,No,No,No,150 metros,-978142.1017,5257456.7842,Bajo,Semiurbana
Tres Cruces,A Coruña,Rianxo,No,No,No,No,140 metros,-973845.169399999,5259076.1383,Bajo,Aislada
Espiñeirido,A Coruña,Ribeira,No,No,No,No,300 metros,-1009278.1633,5251042.641,Bajo,Aislada
Valieiros,A Coruña,Ribeira,No,No,No,No,850 metros,-1010613.9972,5248305.8573,Bajo,Aislada
Couso,A Coruña,Ribeira,No,No,No,No,220 metros,-1006138.9536,5239148.7017,Bajo,Aislada
Penisqueira,A Coruña,Ribeira,No,No,No,No,10 metros,-1005281.7936,5239284.634,Bajo,Aislada
Celeiráns,A Coruña,Ribeira,No,No,No,No,200 metros,-1004981.2309,5239224.2194,Bajo,Aislada
Rego das Cargas,A Coruña,Ribeira,No,No,No,No,125 metros,-1003990.4875,5239405.4644,Bajo,Aislada
Tasca,A Coruña,Ribeira,No,No,No,No,400 metros,-1003522.9456,5239692.4429,Bajo,Urbana
O Castro,A Coruña,Ribeira,Sí,Sí,No,No,1.250 metros,-1002754.8411,5240326.8471,Alto,Urbana
As Illas,Lugo,Ribadeo,Sí,Sí,No,Sí,150 metros,-794609.657200001,5396956.5739,Medio,Aislada
O Cadramón,Lugo,Ribadeo,No,No,No,No,55 metros,-795255.3103,5396818.3287,Bajo,Aislada
Esteiro,Lugo,Ribadeo,Sí,Sí,Sí,No,52 metros,-795600.400699999,5396649.3651,Medio,Aislada
As Catedrais,Lugo,Ribadeo,Sí,Sí,No,Sí,880 metros,-796813.783100002,5396634.005,Alto,Aislada
Couso,Pontevedra,Cangas,No,No,No,No,100 metros,-985622.771499999,5206927.5448,Bajo,Aislada
Melide,Pontevedra,Cangas,Sí,Sí,Sí,Sí,275 metros,-987047.660999998,5198742.7306,Medio,Aislada
O Vao,Pontevedra,A Illa de Arousa,No,No,No,No,100 metros,-986112.577199999,5243378.6258,Medio,Aislada
Riasón,Pontevedra,A Illa de Arousa,No,No,No,No,250 metros,-986502.195500001,5244481.7392,Bajo,Aislada
Ximeliño,Pontevedra,A Illa de Arousa,No,No,No,No,250 metros,-986223.896699999,5244738.6472,Bajo,Aislada
Moure Davella,Pontevedra,A Illa de Arousa,No,No,No,No,700 metros,-986212.764800001,5245237.3708,Bajo,Semiurbana
Castiñeiras,A Coruña,Ribeira,Sí,No,No,No,480 metros,-1001574.8545,5240870.6562,Medio,Urbana
Mosqueiros,A Coruña,Ribeira,Sí,No,No,No,330 metros,-1000873.5417,5241444.7109,Medio,Urbana
A Ameixida,A Coruña,Ribeira,Sí,Sí,No,No,150 metros,-1000528.4513,5241943.2604,Medio,Urbana
Área Secada,A Coruña,Ribeira,No,No,No,No,80 metros,-1000105.4372,5242774.2348,Medio,Semiurbana
Touro,A Coruña,Ribeira,No,No,No,No,10 metros,-1000060.9094,5242955.548,Medio,Urbana
Gavoteira de Fontan,A Coruña,Ribeira,No,Sí,No,No,300 metros,-1000172.2289,5243348.4053,Medio,Urbana
Carolinas,A Coruña,Ribeira,No,No,No,No,400 metros,-1000751.0903,5245932.6054,Medio,Urbana
Coroso,A Coruña,Ribeira,Sí,Sí,Sí,Sí,1.700 metros,-999693.555100001,5246537.1988,Alto,Urbana
Río Azor,A Coruña,Ribeira,Sí,Sí,Sí,No,140 metros,-998357.7212,5246703.4688,Medio,Semiurbana
Insuela,A Coruña,Ribeira,No,No,No,No,80 metros,-997745.464000002,5247141.8311,Medio,Semiurbana
A Cambra,A Coruña,Ribeira,No,No,No,No,200 metros,-997344.7139,5247837.2061,Medio,Urbana
	O Baluarte,A Coruña,Ribeira,Sí,No,No,No,90 metros,-997222.262400001,5248048.8521,Medio,Urbana
Cruces,A Coruña,Ribeira,No,No,No,No,200 metros,-997133.206799999,5248517.5138,Bajo,Urbana
A Corna,A Coruña,Ribeira,Sí,Sí,No,No,600 metros,-996687.9289,5248955.9604,Alto,Urbana
Sada,A Coruña,Sada,Sí,Sí,Sí,No,410 metros,-918330.1393,5365199.0536,Alto,Urbana
Morazón,A Coruña,Sada,No,No,No,No,125 metros,-918430.3268,5367648.6854,Bajo,Aislada
Lobos,A Coruña,Sada,No,No,No,No,70 metros,-919654.841200002,5368781.8586,Bajo,Aislada
Arnela,A Coruña,Sada,No,No,No,No,130 metros,-919354.2786,5368322.4474,Bajo,Aislada
Armenteiro,A Coruña,Sada,No,No,No,No,25 metros,-919677.105099998,5369241.2925,Bajo,Aislada
Lourido,A Coruña,Sada,No,No,No,No,80 metros,-920066.7234,5370053.0147,Bajo,Aislada
San Pedro,A Coruña,Sada,Sí,Sí,Sí,No,260 metros,-922627.071600001,5370405.2936,Alto,Semiurbana
Cirro,A Coruña,Sada,Sí,Sí,Sí,No,280 metros,-923417.440000001,5370650.365,Alto,Semiurbana
Villarrube,A Coruña,Valdoviño,Sí,Sí,Sí,No,1.650 metros,-899082.999299999,5410253.1226,Alto,Aislada
Graxal,A Coruña,Valdoviño,No,No,No,No,100 metros,-901053.3543,5412083.856,Bajo,Aislada
Baleo,A Coruña,Valdoviño,Sí,Sí,Sí,No,400 metros,-901955.042199999,5410837.6872,Alto,Semiurbana
Porto Carrizo,A Coruña,Valdoviño,No,No,No,No,200 metros,-902700.882800002,5410360.8028,Alto,Aislada
Pantín,A Coruña,Valdoviño,Sí,Sí,Sí,No,950 metros,-903212.952399999,5409668.5951,Alto,Semiurbana
Rosella,A Coruña,Valdoviño,No,No,No,No,150 metros,-904793.689199999,5409037.9621,Bajo,Aislada
Prados,A Coruña,Valdoviño,No,No,No,No,100 metros,-905350.286699999,5408961.0586,Bajo,Aislada
A Frouxeira,A Coruña,Valdoviño,Sí,Sí,Sí,No,3.000 metros,-909179.677200001,5405316.5654,Alto,Semiurbana
Praia do Portiño,A Coruña,Valdoviño,No,No,No,No,200 metros,-911851.344900001,5405577.9369,Bajo,Aislada
Mourillar,A Coruña,Valdoviño,No,Sí,No,No,130 metros,-912107.379799999,5405255.0673,Medio,Aislada
Cano Grande,A Coruña,Valdoviño,No,Sí,No,No,85 metros,-911829.081,5404932.2089,Medio,Aislada
Cortello,A Coruña,Valdoviño,No,No,No,No,90 metros,-911873.608800001,5404593.9885,Bajo,Aislada
O Rego,A Coruña,Valdoviño,No,No,No,No,180 metros,-911840.213,5404471.0023,Bajo,Aislada
Meirás,A Coruña,Valdoviño,Sí,Sí,Sí,No,240 metros,-911973.796399999,5404040.5635,Alto,Urbana
Campelo,A Coruña,Valdoviño,No,Sí,No,No,400 metros,-914756.783599999,5400889.7465,Medio,Aislada
Os Bloques,Lugo,Ribadeo,Sí,Sí,Sí,No,100 metros,-784156.756999999,5392856.1774,Medio,Semiurbana
O Cargadoiro,Lugo,Ribadeo,Sí,No,No,No,35 metros,-783288.465,5395267.052,Bajo,Semiurbana
Os Castros,Lugo,Ribadeo,Sí,Sí,No,Sí,100 metros,-794542.865499999,5397018.0168,Alto,Aislada
San Miguel,Lugo,Barreiros,Sí,Sí,Sí,No,1.200 metros,-798483.5755,5396879.7707,Medio,Semiurbana
As Pasadas,Lugo,Barreiros,Sí,Sí,Sí,No,275 metros,-799574.506499998,5397740.0023,Medio,Semiurbana
Lóngara,Lugo,Barreiros,Sí,Sí,Sí,No,400 metros,-800453.930500001,5397755.3643,Alto,Semiurbana
Fontela,Lugo,Barreiros,Sí,Sí,No,Sí,700 metros,-801277.694699999,5397832.1747,Alto,Semiurbana
Coto,Lugo,Barreiros,Sí,Sí,Sí,Sí,1.900 metros,-802880.6954,5398077.9723,Medio,Semiurbana
Acantilado,Lugo,Barreiros,Sí,Sí,Sí,Sí,800 metros,-804338.980700001,5398369.8654,Medio,Semiurbana
San Bartolo,Lugo,Barreiros,Sí,Sí,No,No,250 metros,-805218.4047,5398753.9493,Medio,Semiurbana
Altar,Lugo,Barreiros,Sí,Sí,Sí,No,1.100 metros,-806231.412099998,5398584.9504,Medio,Semiurbana
Anguieira,Lugo,Barreiros,Sí,Sí,Sí,No,250 metros,-806398.3913,5398185.5108,Medio,Semiurbana
A Rapadoira,Lugo,Foz,Sí,Sí,Sí,Sí,270 metros,-806843.669300001,5399445.3405,Alto,Urbana
Llás,Lugo,Foz,Sí,Sí,Sí,Sí,770 metros,-808324.218499999,5400551.6738,Medio,Semiurbana
Peizás,Lugo,Foz,Sí,Sí,Sí,Sí,295 metros,-810305.705400001,5401888.6698,Medio,Semiurbana
Pampillosa,Lugo,Foz,Sí,Sí,Sí,No,275 metros,-812042.289500002,5402718.6266,Bajo,Semiurbana
As Insuas,Lugo,Foz,No,No,No,No,35 metros,-812465.303599998,5404040.5635,Bajo,Aislada
Area da Fame,Lugo,Foz,Sí,No,Sí,Sí,265 metros,-814736.2212,5406931.037,Medio,Semiurbana
Xuncos,Lugo,Foz,Sí,No,No,No,100 metros,-814947.7282,5407223.2096,Bajo,Aislada
Orxal,Lugo,Foz,No,No,No,No,94 metros,-815047.9157,5407376.9884,Bajo,Aislada
Gralleira,Lugo,Foz,No,No,No,No,110 metros,-815693.568799999,5407884.4765,Bajo,Aislada
San Pedro de Cangas,Lugo,Foz,No,No,No,No,275 metros,-816216.770399999,5407869.0976,Bajo,Semiurbana
Area Brava,Lugo,Foz,No,No,No,No,165 metros,-817185.25,5409791.6505,Bajo,Aislada
Areoura,Lugo,Foz,Sí,Sí,Sí,Sí,150 metros,-817530.340399999,5409945.472,Alto,Semiurbana
O Cantiño,Lugo,Burela,Sí,No,No,No,100 metros,-817508.076499999,5410314.654,Alto,Semiurbana
Perdouro,Lugo,Burela,No,No,No,No,270 metros,-818231.653200001,5411299.2116,Bajo,Aislada
O Portelo,Lugo,Burela,Sí,No,Sí,Sí,460 metros,-818944.097899999,5413530.238,Alto,Urbana
Ril,Lugo,Burela,Sí,No,Sí,Sí,96 metros,-819834.6538,5414730.5993,Medio,Aislada
A Marosa,Lugo,Burela,Sí,Sí,Sí,Sí,250 metros,-820847.661200002,5415130.7544,Medio,Semiurbana
Rueta,Lugo,Cervo,Sí,No,Sí,No,250 metros,-824376.489100002,5416439.0747,Bajo,Aislada
Caosa,Lugo,Cervo,Sí,Sí,Sí,No,120 metros,-828250.407299999,5418332.6194,Bajo,Urbana
Cubelas,Lugo,Cervo,Sí,Sí,Sí,No,250 metros,-828061.1642,5418779.1215,Alto,Urbana
O Torno,Lugo,Cervo,Sí,Sí,Sí,Sí,650 metros,-828306.0671,5418609.7561,Alto,Urbana
Lago,Lugo,Xove,Sí,Sí,Sí,No,700 metros,-832602.999400001,5420472.9464,Bajo,Aislada
Morás,Lugo,Xove,Sí,Sí,Sí,No,80 metros,-831946.214400001,5422105.4718,Medio,Semiurbana
Sucastro,Lugo,Xove,No,No,No,No,100 metros,-835252.403299998,5422536.7532,Bajo,Aislada
Portocelo,Lugo,Xove,Sí,Sí,Sí,No,350 metros,-836788.612300001,5422351.9159,Medio,Semiurbana
Muiñelo,Lugo,Xove,No,No,No,No,120 metros,-840606.8708,5421689.6125,Bajo,Aislada
Esteiro,Lugo,Xove,Sí,Sí,Sí,Sí,400 metros,-841419.5031,5420719.3469,Medio,Semiurbana
Portonovo,Lugo,Viveiro,No,No,No,No,175 metros,-843089.295499999,5420688.5465,Bajo,Aislada
Area,Lugo,Viveiro,Sí,Sí,Sí,Sí,1.150 metros,-843757.212400001,5417532.0491,Medio,Semiurbana
Covas,Lugo,Viveiro,Sí,Sí,Sí,No,1.500 metros,-846506.803800002,5414653.6484,Alto,Urbana
Seiramar,Lugo,Viveiro,Sí,No,No,No,150 metros,-847397.3598,5415207.7093,Medio,Urbana
Sacido,Lugo,Viveiro,Sí,No,No,No,130 metros,-847564.339000002,5415792.5874,Bajo,Semiurbana
Abrela,Lugo,O Vicedo,Sí,Sí,Sí,Sí,900 metros,-847464.151500002,5419287.2364,Medio,Semiurbana
Os Monxes,Lugo,O Vicedo,No,No,No,No,140 metros,-847363.9639,5420857.95,Bajo,Aislada
San Román,Lugo,O Vicedo,Sí,No,Sí,No,1.000 metros,-848900.172899999,5421982.2523,Bajo,Semiurbana
Xilloy,Lugo,O Vicedo,Sí,Sí,Sí,Sí,550 metros,-851816.7436,5425741.1887,Medio,Semiurbana
Vicedo Vello,Lugo,O Vicedo,Sí,No,No,No,130 metros,-854232.376499999,5425540.8789,Alto,Aislada
Vidreiro,Lugo,O Vicedo,Sí,No,No,No,190 metros,-854332.563999999,5425201.9029,Medio,Semiurbana
Fomento,Lugo,O Vicedo,No,No,No,No,400 metros,-854210.112599999,5424462.3622,Bajo,Urbana
Os Castelos,Lugo,O Vicedo,Sí,No,No,No,340 metros,-854866.897599999,5423969.3681,Bajo,Semiurbana
Arealonga,Lugo,O Vicedo,Sí,No,Sí,No,1.300 metros,-855991.2245,5423784.502,Bajo,Semiurbana
Barra,Pontevedra,Cangas,No,No,No,No,775 metros,-985400.1325,5200156.5135,Medio,Aislada
Viñó,Pontevedra,Cangas,No,No,No,No,300 metros,-984565.236299999,5200021.1422,Medio,Aislada
Nerga,Pontevedra,Cangas,Sí,Sí,Sí,Sí,791 metros,-983808.263799999,5199720.324,Medio,Aislada
Dos Castros,Pontevedra,Cangas,No,No,No,No,175 metros,-982761.860599998,5198727.6915,Bajo,Aislada
Temperáns,Pontevedra,Cangas,No,No,No,No,93 metros,-981971.492199998,5199254.0745,Bajo,Aislada
Liméns,Pontevedra,Cangas,Sí,Sí,Sí,Sí,385 metros,-981136.596000001,5199976.0188,Alto,Semiurbana
Santa Marta,Pontevedra,Cangas,Sí,No,Sí,No,190 metros,-980780.373599999,5199780.4868,Alto,Semiurbana
O Porto,Pontevedra,Cangas,No,No,Sí,No,72 metros,-980591.1305,5199494.7165,Medio,Semiurbana
Areamilla,Pontevedra,Cangas,Sí,Sí,Sí,Sí,135 metros,-979043.7896,5198487.0689,Medio,Semiurbana
A Congorza,Pontevedra,Cangas,No,No,No,No,59 metros,-978598.511599999,5198381.7985,Bajo,Semiurbana
Rodeira,Pontevedra,Cangas,Sí,Sí,Sí,Sí,980 metros,-976405.5176,5200306.9283,Alto,Urbana
Os Alemáns,Pontevedra,Cangas,No,No,No,No,150 metros,-975526.093699999,5199840.6501,Bajo,Semiurbana
Canabal,Pontevedra,Moaña,Sí,No,Sí,No,350 metros,-974991.7601,5200367.0949,Medio,Semiurbana
Niño do Corvo,Pontevedra,Moaña,Sí,No,No,No,200 metros,-974401.766800001,5200773.2295,Bajo,Aislada
Videira,Pontevedra,Moaña,Sí,No,No,No,450 metros,-974212.523699999,5201179.3815,Medio,Semiurbana
O Con,Pontevedra,Moaña,Sí,Sí,Sí,Sí,350 metros,-972999.141199999,5201660.7693,Alto,Urbana
Mosqueira,Pontevedra,Moaña,Sí,No,No,No,100 metros,-972509.335499998,5202262.5384,Medio,Urbana
Xunqueira,Pontevedra,Moaña,Sí,Sí,Sí,No,500 metros,-971641.043400001,5203992.8374,Alto,Urbana
Ensenada de Meira,Pontevedra,Moaña,No,No,No,No,200 metros,-970628.0361,5204007.8849,Bajo,Urbana
Vilarello,Pontevedra,Valga,No,No,Sí,No,70 metros,-969080.6952,5267328.577,Bajo,Aislada
Playa Fluvial,Pontevedra,Catoira,Sí,No,No,No,200 metros,-971229.1613,5263042.4623,Bajo,Semiurbana
Bamio,Pontevedra,Vilagarcía de Arousa,Sí,Sí,No,Sí,167 metros,-975347.982500002,5256246.2341,Bajo,Semiurbana
Carril,Pontevedra,Vilagarcía de Arousa,No,No,No,No,150 metros,-976839.663699999,5253250.7916,Bajo,Urbana
Compostela,Pontevedra,Vilagarcía de Arousa,Sí,Sí,Sí,Sí,900 metros,-976127.218899999,5252434.0181,Alto,Urbana
A Concha,Pontevedra,Vilagarcía de Arousa,Sí,No,Sí,No,450 metros,-976093.823100001,5251602.1918,Alto,Urbana
Canelas,Pontevedra,Vilagarcía de Arousa,No,No,Sí,No,140 metros,-977908.330800001,5250195.8164,Bajo,Semiurbana
Bouzas,Pontevedra,Vilagarcía de Arousa,No,No,No,No,120 metros,-978175.497499999,5249848.0354,Bajo,Semiurbana
Illa Cortegada,Pontevedra,Vilagarcía de Arousa,No,No,No,No,1.500 metros,-977251.5458,5253961.7448,Bajo,Aislada
O Rial,Pontevedra,Vilanova de Arousa,No,No,No,No,100 metros,-979912.081599999,5248275.621,Bajo,Aislada
Aduana,Pontevedra,Vilanova de Arousa,No,No,No,No,200 metros,-980179.248399999,5248033.7344,Bajo,Aislada
Catro Cordas,Pontevedra,Vilanova de Arousa,No,No,No,No,200 metros,-980390.755399998,5247670.9161,Bajo,Aislada
Pozo de Mar,Pontevedra,Vilanova de Arousa,No,No,No,No,100 metros,-981047.540399998,5247716.2676,Bajo,Semiurbana
As Sinas,Pontevedra,Vilanova de Arousa,No,No,No,No,800 metros,-981548.478100002,5247761.6193,Medio,Semiurbana
Campamento,Pontevedra,Vilanova de Arousa,Sí,Sí,No,No,400 metros,-982227.526999999,5248003.499,Alto,Semiurbana
